Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
2.684,4290.6195,4232.7207,2559.9286,-0.30619162,5.4666124,0.943755,1.7368777,0.27588863,1.9445285,6.2955755,6.5630315,0.0042483972
2.685,4290.4166,4232.4145,2559.8185,-0.30619413,5.4648756,0.94347913,1.7367952,0.27587743,1.9444461,6.2955321,6.563881,0.0042476747
2.686,4290.2137,4232.1083,2559.7083,-0.30619665,5.4631388,0.94320326,1.7367126,0.27586622,1.9443636,6.2954885,6.5647304,0.0042469524
2.687,4290.0108,4231.8021,2559.5981,-0.30619917,5.4614022,0.9429274,1.7366301,0.27585502,1.9442812,6.295445,6.5655797,0.0042462305
2.688,4289.8079,4231.4959,2559.4879,-0.30620169,5.4596657,0.94265156,1.7365475,0.27584382,1.9441987,6.2954014,6.5664288,0.0042455088
2.689,4289.6049,4231.1897,2559.3778,-0.30620422,5.4579292,0.94237573,1.736465,0.27583261,1.9441163,6.2953578,6.5672777,0.0042447874
2.69,4289.402,4230.8835,2559.2676,-0.30620676,5.4561928,0.94209991,1.7363824,0.27582141,1.9440338,6.2953141,6.5681266,0.0042440664
2.691,4289.199,4230.5773,2559.1574,-0.30620929,5.4544565,0.9418241,1.7362999,0.27581021,1.9439513,6.2952704,6.5689752,0.0042433456
2.692,4288.996,4230.2711,2559.0471,-0.30621183,5.4527203,0.9415483,1.7362173,0.27579901,1.9438689,6.2952266,6.5698238,0.0042426251
2.693,4288.793,4229.9649,2558.9369,-0.30621437,5.4509842,0.94127251,1.7361347,0.27578781,1.9437864,6.2951828,6.5706721,0.0042419049
2.694,4288.59,4229.6587,2558.8267,-0.30621692,5.4492481,0.94099673,1.7360521,0.27577661,1.9437039,6.295139,6.5715204,0.004241185
2.695,4288.387,4229.3525,2558.7165,-0.30621947,5.4475122,0.94072097,1.7359695,0.27576542,1.9436214,6.2950951,6.5723685,0.0042404653
2.696,4288.1839,4229.0463,2558.6062,-0.30622203,5.4457763,0.94044521,1.7358869,0.27575422,1.9435389,6.2950511,6.5732164,0.004239746
2.697,4287.9809,4228.74,2558.496,-0.30622458,5.4440405,0.94016947,1.7358043,0.27574302,1.9434564,6.2950072,6.5740642,0.0042390269
2.698,4287.7778,4228.4338,2558.3857,-0.30622714,5.4423047,0.93989374,1.7357217,0.27573183,1.9433739,6.2949631,6.5749119,0.0042383082
2.699,4287.5747,4228.1276,2558.2754,-0.30622971,5.4405691,0.93961802,1.7356391,0.27572063,1.9432914,6.2949191,6.5757594,0.0042375897
2.7,4287.3716,4227.8214,2558.1652,-0.30623228,5.4388335,0.93934231,1.7355565,0.27570944,1.9432089,6.294875,6.5766068,0.0042368715
2.701,4287.1685,4227.5151,2558.0549,-0.30623485,5.4370981,0.93906661,1.7354738,0.27569825,1.9431264,6.2948308,6.577454,0.0042361537
2.702,4286.9654,4227.2089,2557.9446,-0.30623743,5.4353627,0.93879092,1.7353912,0.27568706,1.9430439,6.2947867,6.5783011,0.0042354361
2.703,4286.7623,4226.9026,2557.8343,-0.30624001,5.4336274,0.93851525,1.7353086,0.27567586,1.9429614,6.2947424,6.579148,0.0042347187
2.704,4286.5591,4226.5964,2557.724,-0.30624259,5.4318921,0.93823958,1.7352259,0.27566467,1.9428788,6.2946982,6.5799948,0.0042340017
2.705,4286.3559,4226.2902,2557.6137,-0.30624517,5.430157,0.93796393,1.7351433,0.27565348,1.9427963,6.2946538,6.5808415,0.004233285
2.706,4286.1527,4225.9839,2557.5034,-0.30624776,5.4284219,0.93768829,1.7350606,0.27564229,1.9427137,6.2946095,6.581688,0.0042325685
2.707,4285.9495,4225.6777,2557.393,-0.30625036,5.426687,0.93741266,1.7349779,0.27563111,1.9426312,6.2945651,6.5825344,0.0042318524
2.708,4285.7463,4225.3714,2557.2827,-0.30625296,5.4249521,0.93713704,1.7348953,0.27561992,1.9425486,6.2945207,6.5833806,0.0042311365
2.709,4285.5431,4225.0652,2557.1724,-0.30625556,5.4232173,0.93686143,1.7348126,0.27560873,1.9424661,6.2944762,6.5842267,0.0042304209
2.71,4285.3399,4224.7589,2557.062,-0.30625816,5.4214825,0.93658583,1.7347299,0.27559754,1.9423835,6.2944316,6.5850726,0.0042297056
2.711,4285.1366,4224.4527,2556.9517,-0.30626077,5.4197479,0.93631024,1.7346472,0.27558636,1.942301,6.2943871,6.5859184,0.0042289906
2.712,4284.9333,4224.1464,2556.8413,-0.30626338,5.4180133,0.93603467,1.7345645,0.27557517,1.9422184,6.2943425,6.5867641,0.0042282759
2.713,4284.73,4223.8401,2556.7309,-0.306266,5.4162788,0.9357591,1.7344818,0.27556399,1.9421358,6.2942978,6.5876096,0.0042275614
2.714,4284.5267,4223.5339,2556.6205,-0.30626862,5.4145444,0.93548355,1.7343991,0.27555281,1.9420532,6.2942531,6.588455,0.0042268473
2.715,4284.3234,4223.2276,2556.5102,-0.30627124,5.4128101,0.93520801,1.7343164,0.27554162,1.9419706,6.2942084,6.5893002,0.0042261334
2.716,4284.1201,4222.9213,2556.3998,-0.30627386,5.4110759,0.93493248,1.7342337,0.27553044,1.941888,6.2941636,6.5901453,0.0042254199
2.717,4283.9167,4222.6151,2556.2894,-0.30627649,5.4093417,0.93465696,1.734151,0.27551926,1.9418054,6.2941188,6.5909902,0.0042247066
2.718,4283.7134,4222.3088,2556.179,-0.30627913,5.4076077,0.93438145,1.7340682,0.27550808,1.9417228,6.2940739,6.591835,0.0042239936
2.719,4283.51,4222.0025,2556.0685,-0.30628177,5.4058737,0.93410596,1.7339855,0.2754969,1.9416402,6.294029,6.5926797,0.0042232808
2.72,4283.3066,4221.6962,2555.9581,-0.30628441,5.4041398,0.93383047,1.7339027,0.27548572,1.9415576,6.2939841,6.5935242,0.0042225684
2.721,4283.1032,4221.3899,2555.8477,-0.30628705,5.402406,0.93355499,1.73382,0.27547454,1.941475,6.2939391,6.5943686,0.0042218562
2.722,4282.8998,4221.0836,2555.7372,-0.3062897,5.4006722,0.93327953,1.7337372,0.27546337,1.9413924,6.2938941,6.5952128,0.0042211444
2.723,4282.6963,4220.7774,2555.6268,-0.30629235,5.3989386,0.93300408,1.7336545,0.27545219,1.9413098,6.293849,6.5960569,0.0042204328
2.724,4282.4929,4220.4711,2555.5163,-0.30629501,5.397205,0.93272864,1.7335717,0.27544101,1.9412271,6.2938039,6.5969008,0.0042197215
2.725,4282.2894,4220.1648,2555.4059,-0.30629766,5.3954715,0.93245321,1.7334889,0.27542984,1.9411445,6.2937587,6.5977446,0.0042190105
2.726,4282.0859,4219.8585,2555.2954,-0.30630033,5.3937381,0.93217779,1.7334062,0.27541866,1.9410618,6.2937135,6.5985883,0.0042182997
2.727,4281.8825,4219.5522,2555.1849,-0.30630299,5.3920048,0.93190238,1.7333234,0.27540749,1.9409792,6.2936683,6.5994318,0.0042175893
2.728,4281.6789,4219.2459,2555.0744,-0.30630566,5.3902715,0.93162699,1.7332406,0.27539631,1.9408966,6.293623,6.6002752,0.0042168791
2.729,4281.4754,4218.9396,2554.9639,-0.30630834,5.3885384,0.9313516,1.7331578,0.27538514,1.9408139,6.2935777,6.6011184,0.0042161693
2.73,4281.2719,4218.6332,2554.8534,-0.30631101,5.3868053,0.93107623,1.733075,0.27537397,1.9407312,6.2935323,6.6019615,0.0042154597
2.731,4281.0683,4218.3269,2554.7429,-0.3063137,5.3850723,0.93080086,1.7329922,0.2753628,1.9406486,6.2934869,6.6028044,0.0042147503
2.732,4280.8648,4218.0206,2554.6324,-0.30631638,5.3833394,0.93052551,1.7329094,0.27535163,1.9405659,6.2934415,6.6036473,0.0042140413
2.733,4280.6612,4217.7143,2554.5219,-0.30631907,5.3816066,0.93025017,1.7328265,0.27534046,1.9404832,6.293396,6.6044899,0.0042133326
2.734,4280.4576,4217.408,2554.4114,-0.30632176,5.3798738,0.92997484,1.7327437,0.27532929,1.9404005,6.2933504,6.6053324,0.0042126241
2.735,4280.254,4217.1017,2554.3008,-0.30632445,5.3781412,0.92969952,1.7326609,0.27531812,1.9403178,6.2933048,6.6061748,0.0042119159
2.736,4280.0503,4216.7953,2554.1903,-0.30632715,5.3764086,0.92942422,1.732578,0.27530695,1.9402352,6.2932592,6.6070171,0.004211208
2.737,4279.8467,4216.489,2554.0797,-0.30632986,5.3746761,0.92914892,1.7324952,0.27529579,1.9401525,6.2932136,6.6078592,0.0042105004
2.738,4279.643,4216.1827,2553.9692,-0.30633256,5.3729437,0.92887364,1.7324123,0.27528462,1.9400698,6.2931679,6.6087011,0.004209793
2.739,4279.4394,4215.8764,2553.8586,-0.30633527,5.3712114,0.92859836,1.7323295,0.27527346,1.939987,6.2931221,6.6095429,0.004209086
2.74,4279.2357,4215.57,2553.748,-0.30633799,5.3694791,0.9283231,1.7322466,0.27526229,1.9399043,6.2930763,6.6103846,0.0042083792
2.741,4279.032,4215.2637,2553.6374,-0.3063407,5.3677469,0.92804785,1.7321637,0.27525113,1.9398216,6.2930305,6.6112262,0.0042076727
2.742,4278.8283,4214.9573,2553.5268,-0.30634342,5.3660149,0.92777261,1.7320809,0.27523996,1.9397389,6.2929846,6.6120675,0.0042069665
2.743,4278.6245,4214.651,2553.4162,-0.30634615,5.3642829,0.92749738,1.731998,0.2752288,1.9396562,6.2929387,6.6129088,0.0042062606
2.744,4278.4208,4214.3447,2553.3056,-0.30634888,5.3625509,0.92722216,1.7319151,0.27521764,1.9395734,6.2928928,6.6137499,0.0042055549
2.745,4278.217,4214.0383,2553.195,-0.30635161,5.3608191,0.92694696,1.7318322,0.27520648,1.9394907,6.2928468,6.6145909,0.0042048495
2.746,4278.0133,4213.7319,2553.0844,-0.30635434,5.3590874,0.92667176,1.7317493,0.27519532,1.9394079,6.2928007,6.6154317,0.0042041444
2.747,4277.8095,4213.4256,2552.9738,-0.30635708,5.3573557,0.92639658,1.7316664,0.27518416,1.9393252,6.2927547,6.6162724,0.0042034396
2.748,4277.6057,4213.1192,2552.8631,-0.30635983,5.3556241,0.92612141,1.7315835,0.275173,1.9392424,6.2927085,6.6171129,0.0042027351
2.749,4277.4018,4212.8129,2552.7525,-0.30636257,5.3538926,0.92584624,1.7315006,0.27516184,1.9391597,6.2926624,6.6179534,0.0042020308
2.75,4277.198,4212.5065,2552.6418,-0.30636532,5.3521612,0.92557109,1.7314176,0.27515068,1.9390769,6.2926162,6.6187936,0.0042013268
2.751,4276.9942,4212.2002,2552.5312,-0.30636808,5.3504299,0.92529595,1.7313347,0.27513953,1.9389942,6.2925699,6.6196337,0.0042006231
2.752,4276.7903,4211.8938,2552.4205,-0.30637083,5.3486986,0.92502082,1.7312518,0.27512837,1.9389114,6.2925236,6.6204737,0.0041999197
2.753,4276.5864,4211.5874,2552.3098,-0.3063736,5.3469674,0.92474571,1.7311688,0.27511722,1.9388286,6.2924773,6.6213136,0.0041992166
2.754,4276.3825,4211.281,2552.1991,-0.30637636,5.3452364,0.9244706,1.7310859,0.27510606,1.9387458,6.2924309,6.6221533,0.0041985137
2.755,4276.1786,4210.9747,2552.0884,-0.30637913,5.3435054,0.92419551,1.7310029,0.27509491,1.938663,6.2923845,6.6229928,0.0041978111
2.756,4275.9747,4210.6683,2551.9777,-0.3063819,5.3417744,0.92392042,1.73092,0.27508375,1.9385802,6.2923381,6.6238323,0.0041971088
2.757,4275.7708,4210.3619,2551.867,-0.30638468,5.3400436,0.92364535,1.730837,0.2750726,1.9384974,6.2922916,6.6246715,0.0041964068
2.758,4275.5668,4210.0555,2551.7563,-0.30638746,5.3383128,0.92337029,1.730754,0.27506145,1.9384146,6.292245,6.6255107,0.004195705
2.759,4275.3628,4209.7491,2551.6456,-0.30639024,5.3365822,0.92309524,1.730671,0.2750503,1.9383318,6.2921985,6.6263497,0.0041950036
2.76,4275.1589,4209.4427,2551.5349,-0.30639303,5.3348516,0.9228202,1.7305881,0.27503915,1.938249,6.2921518,6.6271885,0.0041943023
2.761,4274.9549,4209.1363,2551.4241,-0.30639582,5.3331211,0.92254517,1.7305051,0.275028,1.9381662,6.2921052,6.6280273,0.0041936014
2.762,4274.7509,4208.8299,2551.3134,-0.30639861,5.3313907,0.92227015,1.7304221,0.27501685,1.9380834,6.2920585,6.6288658,0.0041929008
2.763,4274.5468,4208.5236,2551.2026,-0.30640141,5.3296603,0.92199515,1.7303391,0.2750057,1.9380005,6.2920117,6.6297043,0.0041922004
2.764,4274.3428,4208.2171,2551.0919,-0.30640421,5.3279301,0.92172015,1.7302561,0.27499455,1.9379177,6.2919649,6.6305426,0.0041915003
2.765,4274.1387,4207.9107,2550.9811,-0.30640701,5.3261999,0.92144517,1.730173,0.2749834,1.9378349,6.2919181,6.6313807,0.0041908005
2.766,4273.9347,4207.6043,2550.8703,-0.30640982,5.3244698,0.9211702,1.73009,0.27497226,1.937752,6.2918712,6.6322188,0.004190101
2.767,4273.7306,4207.2979,2550.7595,-0.30641264,5.3227398,0.92089524,1.730007,0.27496111,1.9376692,6.2918243,6.6330566,0.0041894017
2.768,4273.5265,4206.9915,2550.6487,-0.30641545,5.3210099,0.92062029,1.729924,0.27494997,1.9375863,6.2917774,6.6338944,0.0041887027
2.769,4273.3224,4206.6851,2550.5379,-0.30641827,5.31928,0.92034535,1.7298409,0.27493882,1.9375035,6.2917304,6.634732,0.004188004
2.77,4273.1182,4206.3787,2550.4271,-0.3064211,5.3175503,0.92007042,1.7297579,0.27492768,1.9374206,6.2916833,6.6355694,0.0041873055
2.771,4272.9141,4206.0723,2550.3163,-0.30642392,5.3158206,0.9197955,1.7296748,0.27491653,1.9373377,6.2916362,6.6364068,0.0041866074
2.772,4272.7099,4205.7658,2550.2055,-0.30642675,5.314091,0.9195206,1.7295918,0.27490539,1.9372549,6.2915891,6.6372439,0.0041859095
2.773,4272.5057,4205.4594,2550.0947,-0.30642959,5.3123615,0.9192457,1.7295087,0.27489425,1.937172,6.291542,6.638081,0.0041852119
2.774,4272.3016,4205.153,2549.9838,-0.30643243,5.3106321,0.91897082,1.7294256,0.27488311,1.9370891,6.2914947,6.6389179,0.0041845145
2.775,4272.0974,4204.8465,2549.873,-0.30643527,5.3089027,0.91869595,1.7293426,0.27487197,1.9370062,6.2914475,6.6397547,0.0041838175
2.776,4271.8931,4204.5401,2549.7621,-0.30643811,5.3071735,0.91842109,1.7292595,0.27486083,1.9369233,6.2914002,6.6405913,0.0041831207
2.777,4271.6889,4204.2337,2549.6513,-0.30644096,5.3054443,0.91814624,1.7291764,0.27484969,1.9368404,6.2913529,6.6414278,0.0041824241
2.778,4271.4847,4203.9272,2549.5404,-0.30644382,5.3037152,0.9178714,1.7290933,0.27483855,1.9367575,6.2913055,6.6422641,0.0041817279
2.779,4271.2804,4203.6208,2549.4295,-0.30644667,5.3019862,0.91759657,1.7290102,0.27482741,1.9366746,6.2912581,6.6431003,0.0041810319
2.78,4271.0761,4203.3143,2549.3186,-0.30644953,5.3002573,0.91732176,1.7289271,0.27481628,1.9365917,6.2912107,6.6439364,0.0041803362
2.781,4270.8718,4203.0079,2549.2077,-0.3064524,5.2985284,0.91704695,1.728844,0.27480514,1.9365087,6.2911632,6.6447723,0.0041796408
2.782,4270.6675,4202.7014,2549.0968,-0.30645526,5.2967997,0.91677216,1.7287608,0.274794,1.9364258,6.2911156,6.6456081,0.0041789456
2.783,4270.4632,4202.395,2548.9859,-0.30645814,5.295071,0.91649737,1.7286777,0.27478287,1.9363429,6.291068,6.6464438,0.0041782507
2.784,4270.2588,4202.0885,2548.875,-0.30646101,5.2933424,0.9162226,1.7285946,0.27477173,1.93626,6.2910204,6.6472793,0.0041775561
2.785,4270.0545,4201.7821,2548.7641,-0.30646389,5.2916139,0.91594784,1.7285115,0.2747606,1.936177,6.2909728,6.6481146,0.0041768618
2.786,4269.8501,4201.4756,2548.6532,-0.30646677,5.2898854,0.91567309,1.7284283,0.27474947,1.9360941,6.2909251,6.6489499,0.0041761677
2.787,4269.6457,4201.1691,2548.5422,-0.30646966,5.2881571,0.91539835,1.7283452,0.27473834,1.9360111,6.2908773,6.649785,0.0041754739
2.788,4269.4413,4200.8627,2548.4313,-0.30647255,5.2864288,0.91512363,1.728262,0.2747272,1.9359282,6.2908295,6.6506199,0.0041747804
2.789,4269.2369,4200.5562,2548.3203,-0.30647544,5.2847007,0.91484891,1.7281788,0.27471607,1.9358452,6.2907817,6.6514547,0.0041740872
2.79,4269.0325,4200.2497,2548.2094,-0.30647834,5.2829726,0.91457421,1.7280957,0.27470494,1.9357622,6.2907338,6.6522894,0.0041733942
2.791,4268.8281,4199.9432,2548.0984,-0.30648124,5.2812445,0.91429951,1.7280125,0.27469381,1.9356793,6.2906859,6.653124,0.0041727015
2.792,4268.6236,4199.6368,2547.9874,-0.30648414,5.2795166,0.91402483,1.7279293,0.27468268,1.9355963,6.290638,6.6539584,0.004172009
2.793,4268.4191,4199.3303,2547.8764,-0.30648705,5.2777888,0.91375016,1.7278461,0.27467155,1.9355133,6.29059,6.6547926,0.0041713169
2.794,4268.2147,4199.0238,2547.7655,-0.30648997,5.276061,0.9134755,1.7277629,0.27466043,1.9354303,6.290542,6.6556267,0.004170625
2.795,4268.0101,4198.7173,2547.6545,-0.30649288,5.2743333,0.91320085,1.7276797,0.2746493,1.9353473,6.2904939,6.6564607,0.0041699333
2.796,4267.8056,4198.4108,2547.5434,-0.3064958,5.2726057,0.91292621,1.7275965,0.27463817,1.9352643,6.2904458,6.6572946,0.004169242
2.797,4267.6011,4198.1043,2547.4324,-0.30649872,5.2708782,0.91265158,1.7275133,0.27462705,1.9351813,6.2903976,6.6581283,0.0041685509
2.798,4267.3966,4197.7978,2547.3214,-0.30650165,5.2691508,0.91237697,1.7274301,0.27461592,1.9350983,6.2903494,6.6589619,0.0041678601
2.799,4267.192,4197.4913,2547.2104,-0.30650458,5.2674234,0.91210236,1.7273469,0.2746048,1.9350153,6.2903012,6.6597953,0.0041671695
2.8,4266.9874,4197.1848,2547.0993,-0.30650752,5.2656962,0.91182777,1.7272637,0.27459367,1.9349323,6.2902529,6.6606286,0.0041664792
2.801,4266.7828,4196.8783,2546.9883,-0.30651045,5.263969,0.91155319,1.7271804,0.27458255,1.9348492,6.2902046,6.6614618,0.0041657892
2.802,4266.5782,4196.5718,2546.8772,-0.3065134,5.2622419,0.91127862,1.7270972,0.27457143,1.9347662,6.2901562,6.6622948,0.0041650995
2.803,4266.3736,4196.2653,2546.7662,-0.30651634,5.2605149,0.91100405,1.7270139,0.27456031,1.9346832,6.2901078,6.6631277,0.00416441
2.804,4266.169,4195.9588,2546.6551,-0.30651929,5.258788,0.91072951,1.7269307,0.27454919,1.9346001,6.2900594,6.6639604,0.0041637208
2.805,4265.9643,4195.6522,2546.544,-0.30652224,5.2570611,0.91045497,1.7268474,0.27453807,1.9345171,6.2900109,6.664793,0.0041630319
2.806,4265.7596,4195.3457,2546.4329,-0.3065252,5.2553343,0.91018044,1.7267642,0.27452695,1.9344341,6.2899623,6.6656255,0.0041623432
2.807,4265.555,4195.0392,2546.3219,-0.30652816,5.2536077,0.90990592,1.7266809,0.27451583,1.934351,6.2899138,6.6664578,0.0041616548
2.808,4265.3503,4194.7327,2546.2108,-0.30653112,5.2518811,0.90963142,1.7265976,0.27450471,1.9342679,6.2898652,6.66729,0.0041609667
2.809,4265.1456,4194.4261,2546.0996,-0.30653409,5.2501546,0.90935693,1.7265143,0.27449359,1.9341849,6.2898165,6.6681221,0.0041602788
2.81,4264.9408,4194.1196,2545.9885,-0.30653706,5.2484281,0.90908244,1.726431,0.27448247,1.9341018,6.2897678,6.668954,0.0041595912
2.811,4264.7361,4193.8131,2545.8774,-0.30654004,5.2467018,0.90880797,1.7263477,0.27447136,1.9340187,6.2897191,6.6697858,0.0041589039
2.812,4264.5313,4193.5065,2545.7663,-0.30654302,5.2449755,0.90853351,1.7262644,0.27446024,1.9339356,6.2896703,6.6706174,0.0041582168
2.813,4264.3266,4193.2,2545.6551,-0.306546,5.2432493,0.90825906,1.7261811,0.27444912,1.9338526,6.2896215,6.6714489,0.00415753
2.814,4264.1218,4192.8934,2545.544,-0.30654899,5.2415232,0.90798463,1.7260978,0.27443801,1.9337695,6.2895726,6.6722803,0.0041568435
2.815,4263.917,4192.5869,2545.4328,-0.30655198,5.2397972,0.9077102,1.7260145,0.2744269,1.9336864,6.2895237,6.6731115,0.0041561572
2.816,4263.7122,4192.2803,2545.3217,-0.30655497,5.2380713,0.90743578,1.7259311,0.27441578,1.9336033,6.2894748,6.6739426,0.0041554712
2.817,4263.5073,4191.9738,2545.2105,-0.30655797,5.2363454,0.90716138,1.7258478,0.27440467,1.9335202,6.2894258,6.6747736,0.0041547855
2.818,4263.3025,4191.6672,2545.0993,-0.30656097,5.2346197,0.90688698,1.7257645,0.27439356,1.9334371,6.2893768,6.6756044,0.0041541
2.819,4263.0976,4191.3607,2544.9881,-0.30656397,5.232894,0.9066126,1.7256811,0.27438245,1.9333539,6.2893277,6.6764351,0.0041534148
2.82,4262.8928,4191.0541,2544.8769,-0.30656698,5.2311684,0.90633823,1.7255978,0.27437134,1.9332708,6.2892786,6.6772656,0.0041527299
2.821,4262.6879,4190.7475,2544.7657,-0.30656999,5.2294429,0.90606387,1.7255144,0.27436023,1.9331877,6.2892295,6.678096,0.0041520452
2.822,4262.483,4190.441,2544.6545,-0.30657301,5.2277174,0.90578952,1.7254311,0.27434912,1.9331046,6.2891803,6.6789263,0.0041513608
2.823,4262.278,4190.1344,2544.5433,-0.30657603,5.2259921,0.90551518,1.7253477,0.27433801,1.9330214,6.2891311,6.6797564,0.0041506767
2.824,4262.0731,4189.8278,2544.4321,-0.30657905,5.2242668,0.90524086,1.7252643,0.2743269,1.9329383,6.2890818,6.6805864,0.0041499928
2.825,4261.8682,4189.5212,2544.3209,-0.30658208,5.2225417,0.90496654,1.7251809,0.27431579,1.9328551,6.2890325,6.6814163,0.0041493092
2.826,4261.6632,4189.2146,2544.2096,-0.30658511,5.2208166,0.90469224,1.7250975,0.27430468,1.932772,6.2889832,6.682246,0.0041486258
2.827,4261.4582,4188.9081,2544.0984,-0.30658815,5.2190915,0.90441794,1.7250141,0.27429358,1.9326888,6.2889338,6.6830756,0.0041479427
2.828,4261.2532,4188.6015,2543.9871,-0.30659119,5.2173666,0.90414366,1.7249307,0.27428247,1.9326057,6.2888843,6.683905,0.0041472599
2.829,4261.0482,4188.2949,2543.8759,-0.30659423,5.2156418,0.90386939,1.7248473,0.27427137,1.9325225,6.2888349,6.6847344,0.0041465774
2.83,4260.8432,4187.9883,2543.7646,-0.30659728,5.213917,0.90359513,1.7247639,0.27426026,1.9324393,6.2887853,6.6855635,0.0041458951
2.831,4260.6381,4187.6817,2543.6533,-0.30660032,5.2121923,0.90332088,1.7246805,0.27424916,1.9323561,6.2887358,6.6863926,0.004145213
2.832,4260.4331,4187.3751,2543.542,-0.30660338,5.2104677,0.90304664,1.7245971,0.27423805,1.932273,6.2886862,6.6872215,0.0041445313
2.833,4260.228,4187.0685,2543.4307,-0.30660644,5.2087432,0.90277241,1.7245136,0.27422695,1.9321898,6.2886366,6.6880503,0.0041438498
2.834,4260.0229,4186.7619,2543.3194,-0.3066095,5.2070188,0.9024982,1.7244302,0.27421585,1.9321066,6.2885869,6.6888789,0.0041431685
2.835,4259.8178,4186.4553,2543.2081,-0.30661256,5.2052944,0.90222399,1.7243468,0.27420475,1.9320234,6.2885372,6.6897074,0.0041424876
2.836,4259.6127,4186.1487,2543.0968,-0.30661563,5.2035702,0.9019498,1.7242633,0.27419365,1.9319402,6.2884874,6.6905357,0.0041418068
2.837,4259.4076,4185.842,2542.9855,-0.3066187,5.201846,0.90167562,1.7241798,0.27418255,1.931857,6.2884376,6.691364,0.0041411264
2.838,4259.2024,4185.5354,2542.8741,-0.30662178,5.2001219,0.90140145,1.7240964,0.27417145,1.9317737,6.2883878,6.6921921,0.0041404462
2.839,4258.9973,4185.2288,2542.7628,-0.30662486,5.1983979,0.90112729,1.7240129,0.27416035,1.9316905,6.2883379,6.69302,0.0041397663
2.84,4258.7921,4184.9222,2542.6514,-0.30662794,5.1966739,0.90085314,1.7239294,0.27414925,1.9316073,6.288288,6.6938478,0.0041390866
2.841,4258.5869,4184.6155,2542.5401,-0.30663103,5.1949501,0.900579,1.723846,0.27413815,1.9315241,6.288238,6.6946755,0.0041384072
2.842,4258.3817,4184.3089,2542.4287,-0.30663412,5.1932263,0.90030487,1.7237625,0.27412706,1.9314408,6.288188,6.6955031,0.0041377281
2.843,4258.1765,4184.0023,2542.3173,-0.30663721,5.1915027,0.90003076,1.723679,0.27411596,1.9313576,6.2881379,6.6963305,0.0041370492
2.844,4257.9713,4183.6956,2542.206,-0.30664031,5.1897791,0.89975665,1.7235955,0.27410486,1.9312743,6.2880879,6.6971577,0.0041363706
2.845,4257.766,4183.389,2542.0946,-0.30664342,5.1880556,0.89948256,1.723512,0.27409377,1.9311911,6.2880377,6.6979849,0.0041356922
2.846,4257.5607,4183.0824,2541.9832,-0.30664652,5.1863321,0.89920847,1.7234285,0.27408267,1.9311078,6.2879876,6.6988119,0.0041350141
2.847,4257.3555,4182.7757,2541.8718,-0.30664963,5.1846088,0.8989344,1.7233449,0.27407158,1.9310246,6.2879374,6.6996388,0.0041343363
